iter	Passed	Remaining
325	599	1240
326	601	1238
327	603	1235
328	604	1233
329	606	1232
330	608	1230
331	610	1228
332	612	1226
333	613	1223
334	615	1222
335	617	1219
336	618	1217
337	620	1215
338	622	1213
339	624	1212
340	625	1209
341	627	1207
342	629	1205
343	630	1202
344	632	1200
345	633	1197
346	635	1195
347	636	1193
348	638	1190
349	640	1188
350	641	1186
351	642	1183
352	644	1180
353	645	1178
354	647	1175
355	648	1172
356	650	1171
357	652	1169
358	653	1167
359	655	1166
360	657	1164
361	658	1161
362	660	1158
363	661	1156
364	663	1153
365	665	1152
366	666	1150
367	668	1148
368	670	1145
369	671	1143
370	673	1141
371	675	1139
372	676	1137
373	678	1135
374	679	1132
375	681	1130
376	682	1128
377	684	1126
378	685	1123
379	687	1121
380	689	1119
381	690	1116
382	691	1114
383	692	1111
384	694	1109
385	696	1108
386	698	1106
387	700	1104
388	701	1102
389	703	1100
390	705	1098
391	706	1095
392	708	1093
393	709	1091
394	711	1089
395	712	1086
396	714	1085
397	716	1083
398	717	1081
399	719	1078
400	720	1076
401	722	1074
402	723	1072
403	725	1069
404	726	1067
405	728	1065
406	729	1063
407	731	1061
408	732	1058
409	734	1056
410	735	1054
411	737	1051
412	738	1049
413	739	1047
414	741	1045
415	743	1043
416	744	1041
417	746	1039
418	747	1036
419	749	1034
420	750	1032
421	751	1029
422	753	1027
423	754	1025
424	756	1022
425	757	1021
426	759	1018
427	760	1016
428	762	1014
429	763	1012
430	765	1010
431	767	1008
432	768	1006
433	770	1004
434	772	1003
435	773	1000
436	775	998
437	776	996
438	777	993
439	779	991
440	780	989
441	781	986
442	782	984
443	784	981
444	785	979
445	787	977
446	788	975
447	789	973
448	791	970
449	792	968
450	793	966
451	795	964
452	796	961
453	797	959
454	799	957
455	800	954
456	802	953
457	803	950
458	805	948
459	806	946
460	807	944
461	809	942
462	810	939
463	811	937
464	812	935
465	814	932
466	815	930
467	817	928
468	818	926
469	819	924
470	820	921
471	821	919
472	823	917
473	824	914
474	825	912
475	826	910
476	828	908
477	829	906
478	831	904
479	833	902
480	834	900
481	836	898
482	837	896
483	839	894
484	840	892
485	842	890
486	843	888
487	845	887
488	847	885
489	848	883
490	849	881
491	851	878
492	852	876
493	853	874
494	854	872
495	856	870
496	857	867
497	858	865
498	860	863
499	861	861
500	863	859
501	864	857
502	865	855
503	866	853
504	868	851
505	869	849
506	871	847
507	872	845
508	874	843
509	876	841
510	877	840
511	879	838
512	880	836
513	881	833
514	883	831
515	884	829
516	885	827
517	887	825
518	888	823
519	890	822
520	892	820
521	893	818
522	894	816
523	896	814
524	897	812
525	899	810
526	900	808
527	902	806
528	904	804
529	905	802
530	907	801
531	908	799
532	910	797
533	912	796
534	913	794
535	914	791
536	916	789
537	917	787
538	919	786
539	920	784
540	922	783
541	924	781
542	925	778
543	926	776
544	928	775
545	930	773
546	931	771
547	934	771
548	936	769
549	938	767
550	939	765
551	940	763
552	942	761
553	943	759
554	945	758
555	948	757
556	950	756
557	952	754
558	953	752
559	955	750
560	956	748
561	958	747
562	960	745
563	962	743
564	963	742
565	965	740
566	967	738
567	968	736
568	970	734
569	971	732
570	973	731
571	974	729
572	976	727
573	978	726
574	980	724
575	981	722
576	983	720
577	984	718
578	985	716
579	987	715
580	989	713
581	990	711
582	993	710
583	994	708
584	996	706
585	998	705
586	999	703
587	1001	701
588	1002	699
589	1004	697
590	1005	696
591	1007	694
592	1009	692
593	1011	691
594	1012	689
595	1014	687
596	1015	685
597	1017	683
598	1019	682
599	1020	680
600	1023	679
601	1025	677
602	1026	675
603	1028	674
604	1029	672
605	1031	670
606	1032	668
607	1034	666
608	1036	665
609	1038	663
610	1040	662
611	1041	660
612	1043	658
613	1044	656
614	1046	655
615	1048	653
616	1050	652
617	1052	650
618	1054	648
619	1055	647
620	1057	645
621	1058	643
622	1060	641
623	1062	639
624	1063	638
625	1066	637
626	1068	635
627	1070	633
628	1072	632
629	1073	630
630	1074	628
631	1076	626
632	1078	625
633	1079	623
634	1081	621
635	1083	620
636	1084	618
637	1085	616
638	1087	614
639	1088	612
640	1090	610
641	1091	608
642	1093	606
643	1095	605
644	1097	603
645	1098	602
646	1099	600
647	1101	598
648	1102	596
649	1104	594
650	1105	592
651	1107	591
652	1111	590
653	1112	588
654	1114	586
655	1115	585
656	1117	583
657	1125	584
658	1127	583
659	1129	582
660	1133	581
661	1135	579
662	1139	579
663	1142	577
664	1144	576
665	1145	574
666	1147	572
667	1148	570
668	1150	569
669	1152	567
670	1155	566
671	1157	564
672	1158	562
673	1160	561
674	1161	559
675	1163	557
676	1167	557
677	1170	555
678	1172	554
679	1174	552
680	1175	550
681	1177	548
682	1179	547
683	1181	545
684	1184	544
685	1186	542
686	1188	541
687	1192	540
688	1196	540
689	1202	540
690	1203	538
691	1205	536
692	1207	534
693	1209	533
694	1211	531
695	1214	530
696	1216	528
697	1218	527
698	1220	525
699	1222	523
700	1225	522
701	1228	521
702	1230	519
703	1232	518
704	1234	516
705	1235	514
706	1237	513
707	1240	511
708	1241	509
709	1245	508
710	1246	506
711	1248	504
712	1249	503
713	1251	501
714	1252	499
715	1254	497
716	1256	495
717	1260	494
718	1261	493
719	1263	491
720	1264	489
721	1265	487
722	1267	485
723	1270	484
724	1271	482
725	1274	480
726	1276	479
727	1277	477
728	1279	475
729	1280	473
730	1285	472
731	1287	471
732	1290	470
733	1292	468
734	1295	467
735	1297	465
736	1298	463
737	1301	462
738	1305	461
739	1307	459
740	1308	457
741	1310	455
742	1311	453
743	1314	452
744	1317	450
745	1319	449
746	1321	447
747	1324	446
748	1327	444
749	1328	442
750	1333	442
751	1335	440
752	1337	438
753	1339	436
754	1340	435
755	1342	433
756	1343	431
757	1345	429
758	1347	427
759	1349	426
760	1351	424
761	1353	422
762	1355	420
763	1356	419
764	1358	417
765	1359	415
766	1361	413
767	1363	411
768	1365	410
769	1366	408
770	1368	406
771	1369	404
772	1371	402
773	1372	400
774	1373	398
775	1375	397
776	1377	395
777	1379	393
778	1380	391
779	1382	389
780	1383	388
781	1385	386
782	1386	384
783	1388	382
784	1390	380
785	1394	379
786	1395	377
787	1397	375
788	1398	374
789	1400	372
790	1401	370
791	1403	368
792	1405	366
793	1407	365
794	1409	363
795	1411	361
796	1413	359
797	1414	358
798	1416	356
799	1417	354
800	1419	352
801	1422	351
802	1423	349
803	1425	347
804	1426	345
805	1428	343
806	1429	341
807	1431	340
808	1432	338
809	1433	336
810	1435	334
811	1437	332
812	1438	330
813	1440	329
814	1441	327
815	1443	325
816	1444	323
817	1446	321
818	1447	319
819	1449	318
820	1451	316
821	1452	314
822	1454	312
823	1455	310
824	1457	309
825	1458	307
826	1460	305
827	1461	303
828	1463	301
829	1465	300
830	1467	298
831	1469	296
832	1470	294
833	1472	293
834	1474	291
835	1475	289
836	1477	287
837	1480	286
838	1481	284
839	1483	282
840	1484	280
841	1485	278
842	1487	276
843	1488	275
844	1489	273
845	1492	271
846	1493	269
847	1495	268
848	1496	266
849	1498	264
850	1499	262
851	1501	260
852	1502	258
853	1503	257
854	1505	255
855	1506	253
856	1508	251
857	1510	249
858	1511	248
859	1513	246
860	1514	244
861	1515	242
862	1517	240
863	1519	239
864	1520	237
865	1521	235
866	1523	233
867	1525	231
868	1526	230
869	1528	228
870	1529	226
871	1530	224
872	1532	222
873	1533	221
874	1535	219
875	1536	217
876	1538	215
877	1539	213
878	1541	212
879	1542	210
880	1543	208
881	1544	206
882	1546	204
883	1547	203
884	1548	201
885	1549	199
886	1551	197
887	1552	195
888	1554	194
889	1555	192
890	1556	190
891	1558	188
892	1559	186
893	1560	185
894	1562	183
895	1563	181
896	1565	179
897	1566	177
898	1568	176
899	1569	174
900	1571	172
901	1572	170
902	1573	169
903	1574	167
904	1576	165
905	1577	163
906	1578	161
907	1579	160
908	1581	158
909	1583	156
910	1584	154
911	1585	152
912	1586	151
913	1588	149
914	1589	147
915	1590	145
916	1591	144
917	1593	142
918	1594	140
919	1595	138
920	1597	137
921	1598	135
922	1600	133
923	1601	131
924	1602	129
925	1604	128
926	1605	126
927	1606	124
928	1607	122
929	1609	121
930	1610	119
931	1612	117
932	1613	115
933	1615	114
934	1616	112
935	1618	110
936	1619	108
937	1621	107
938	1622	105
939	1623	103
940	1624	101
941	1626	100
942	1628	98
943	1629	96
944	1630	94
945	1631	93
946	1632	91
947	1633	89
948	1634	87
949	1635	86
950	1637	84
951	1638	82
952	1639	80
953	1641	79
954	1642	77
955	1644	75
956	1645	73
957	1646	72
958	1648	70
959	1649	68
960	1650	66
961	1652	65
962	1653	63
963	1654	61
964	1655	60
965	1657	58
966	1658	56
967	1660	54
968	1661	53
969	1662	51
970	1664	49
971	1665	47
972	1667	46
973	1668	44
974	1670	42
975	1672	41
976	1673	39
977	1675	37
978	1676	35
979	1677	34
980	1678	32
981	1680	30
982	1681	29
983	1682	27
984	1683	25
985	1684	23
986	1686	22
987	1687	20
988	1689	18
989	1690	17
990	1692	15
991	1693	13
992	1694	11
993	1696	10
994	1697	8
995	1698	6
996	1700	5
997	1702	3
998	1703	1
999	1704	0
